code,question,year,paper,topic1,subtopic1,topic2,subtopic2,topic3,subtopic3,graph?,word_prob?
0JR,"Define the following terms:
(i) Tensile stress
(ii) Tensile strain
(iii) Young’s modulus",2009,2,Properties of Matter,Elasticity,.,.,.,.,0,1
0JS,Derive the expression for the work done in stretching a wire of length $ L$ by a load $ W$ through an extension $ X$ .,2009,2,Properties of Matter,Elasticity,.,.,.,.,0,0
0JT,A vertical wire made of steel of length $ 2.0$ m and $ 1.0$ mm diameter has a load of $ 5.0$ kg applied to its lower end.  What is the energy stored in the wire?,2009,2,Properties of Matter,Elasticity,.,.,.,.,0,0
0JU,"A copper wire $ 2.0$ m long and $ 1.22 \times 10^{-3}$ m diameter is fixed horizontally to two rigid supports $ 2.0$ m apart.  Find the mass in kg of the load, which when suspended at the mid point of the wire, produces a sag of $ 2.0 \times 10^{-2}$ m at the point.",2009,2,Properties of Matter,Elasticity,.,.,.,.,0,0
0JV,Define angular momentum and give its dimensions.,2009,2,Mechanics,Rotation of Rigid Bodies,.,.,.,.,0,1
0JW,"A grinding wheel in a form of solid cylinder of $ 0.2$ m diameter and $ 3$ kg mass is rotated at $ 3600$ rev/minute.
(i) What is its kinetic energy?
(ii) Find how far it would have to fall to acquire the same kinetic energy as in the question above.",2009,2,Mechanics,Rotation of Rigid Bodies,.,.,.,.,0,0
0JX,"A uniform solid cylinder of mass $ M$ and radius $ R$ rotates about a vertical axis on a frictionless bearing. “A mass less cord rapped with many turns round the cylinder passes aver a pulley of rotational inertia i and radius $ r$ and then attached to a small mass $ m$ that is otherwise free to fall under the influence of gravity as shown in figure below.
### insert figure here ###
If there is no friction in the pulley axle and the cord does not slip, what is the speed of the small mas after it has fallen a distance $ h$ from rest.",2009,2,Mechanics,Rotation of Rigid Bodies,.,.,.,.,1,0
0JY,"What is the difference between isothermal and adiabatic processes?
Write down the equation of state obeyed by each process in the question above.",2009,2,Heat,First Law of Thermodynamics,.,.,.,.,0,1
0JZ,Using the same graph and under the same conditions sketch the isotherms and the adiabatics.,2009,2,Heat,First Law of Thermodynamics,.,.,.,.,0,1
0K0,"Derive the expression for the work done by the gas when it expands from volume $ V_{1}$ to volume $ V_{2}$ during an:
(i) Isothermal process
(ii) Adiabatic process",2009,2,Heat,First Law of Thermodynamics,.,.,.,.,0,0
0K1,When water is boiled under a pressure of $ 2$ atmospheres the boiling point is $ 120^{\circ}$C. At this pressure $ 1$ kg of water has a volume of $ 10^{-3}$ m$ ^{3}$ and $ 2$ kg of steam have a volume of $ 1.648$ m$ ^{3}$ . Compute the work done when $ 1$ kg of steam is formed at this temperature increase in the internal energy. ,2009,2,Heat,First Law of Thermodynamics,.,.,.,.,0,0
0K2,State Kepler's laws of planetary motion.,2009,2,Mechanics,Gravitation,.,.,.,.,0,1
0K3,"Explain the variation of acceleration due to gravity, $ g$ . inside and outside the earth.",2009,2,Mechanics,Gravitation,.,.,.,.,0,0
0K4,Derive the formula for mass and density of the earth.,2009,2,Mechanics,Gravitation,.,.,.,.,0,1
0K5,What do you understand by the term satellite?,2009,2,Mechanics,Gravitation,.,.,.,.,0,1
0K6,"A satellite of mass $ 100$ kg moves in a circular orbit of radius $ 7000$ km around the earth, assumed to be a sphere of radius $ 6400$ km.  Calculate the total energy needed to place the satellite in orbit from the earth assuming $ g=10$ N$/$kg at the earth’s surface.",2009,2,Mechanics,Gravitation,.,.,.,.,0,0
0K7,What is interference?  Explain the term path difference with reference to the interference of two wave-trains.,2009,2,Vibrations and Waves,Physical Optics (interferance/diffraction/polarization),.,.,.,.,0,1
0K8,Why is it not possible to see interference when the light beams from head lamps of a car overlap?,2009,2,Vibrations and Waves,Physical Optics (interferance/diffraction/polarization),.,.,.,.,0,1
0K9,Discuss whether it is possible to observe an interference pattern when white light is shone on a Young’s double slit experiment.,2009,2,Vibrations and Waves,Physical Optics (interferance/diffraction/polarization),.,.,.,.,0,1
0KA,"A grating has $ 500$ lines per millimetre and is illuminated normally with monochromatic light of wavelength $ 5.89 \times 10^{-7}$ m.
(i) How many diffraction maxima may be observed?
(ii) Calculate the angular separation.",2009,2,Vibrations and Waves,Physical Optics (interferance/diffraction/polarization),.,.,.,.,0,0
0KB,"In the Figure below, $ S_{1}$ and $ S_{2}$ are two coherent light sources in a Young’s two slit experiment separated by a distance $ 0.5$ mm and $ O$ is a point equidistant from $ S_{1}$ and $ S_{2}$ at a distance of $ 0.8$ m from the slits.  When a thin parallel sided piece of glass (G) of thickness $ 3.6 \times 10^{-6}$ m is placed near $ S_{1}$ as shown, the central fringe system moves from $ O$ to point $ P$ .  Calculate OP.  ( The wavelength of light used $ =6.0 \times 10^{-7}$ m).
### Insert Figure here ###",2009,2,Vibrations and Waves,Physical Optics (interferance/diffraction/polarization),.,.,.,.,1,0
0KC,"Explain the mechanism of electric conduction in:
(i) Gases
(ii) Electrolytes",2009,2,Current Electricity,Electric Conduction in Metals,.,.,.,.,0,1
0KD,Develop an equation for the torque acting on a current carrying coil of dimensions lxb placed in a magnetic field.  How is this effect applied in a moving coil galvanometer?,2009,2,Electromagnetism,Magnetic Forces,.,.,.,.,0,1
0KE,"A galvanometer coil has $ 50$ turns, each with an area of $ 1.0 $ cm$ ^{2}$ .  If the coil is in a radian field of $ 10^{-2}$ T and suspended by a suspension of torsion constant $ 2 \times 10^{-9}$ Nm per degree, what current is needed to give a deflection of $ 30^{\circ}$ ?",2009,2,Electromagnetism,Magnetic Forces,.,.,.,.,0,0
0KF,"Explain the following terms:
(i) Forward bias.
(ii) Reverse bias.
(iii) Inverting and non-inverting amplifier. ",2009,2,Electronics,Operational Amplifiers,.,.,.,.,0,1
0KG,"Define the following:
(i) Logic gate.
(ii) Integrated circuit.
(iii) Modulation.",2009,2,Electronics,Logic Gates,.,.,.,.,0,1
0KH,"An operational amplifier is to have a voltage gain of $ 100$ .  Calculate the required values for the external resistances $ R_{1}$ and $ R_{2}$ when the following gains are required:
(i) non-inverting.
(ii) Inverting.",2009,2,Electronics,Operational Amplifiers,.,.,.,.,0,0
0KI,State the laws of electromagnetic induction.,2009,2,Electromagnetism,Electromagnetic Induction,.,.,.,.,0,1
0KJ,Outline four applications of eddy currents.,2009,2,.,.,.,.,.,.,0,1
0KK,"A coil of $ 100$ turns is rotated at $ 1500$ revolutions per minute in a magnetic field of uniform density $ 0.05$ T.  If the axis of rotation is at right angles to the direction of the flux and the area per turn is $ 4000 $ mm$ ^{2}$ .  Calculate the:
(i) Frequency
(ii) Period
(iii) Maximum induced e.m.f.
(iv) Maximum value of the induced e.m.f. when the coil has rotated through $ 30^{\circ}$ from the position of zero e.m.f.",2009,2,Electromagnetism,Electromagnetic Induction,.,.,.,.,0,0
0KL,"The diagram below shows a wire of length $ l$ carrying a current i and placed in a magnetic field $ B$ such that its length is perpendicular to $ B$ .  Derive an expression for the force exerted on the wire.
### Insert diagram here ###",2009,2,Electromagnetism,Magnetic Forces,.,.,.,.,1,0
0KM,Give a general form expressing the force exerted on the wire carrying current i if its length $ l$ is inclined at angle angle $ \theta $ to the magnetic field $ B$ .  ,2009,2,Electromagnetism,Magnetic Forces,.,.,.,.,0,0
0KN,A wire carrying a current of $ 2$ A has a length of $ 100$ mm in a uniform magnetic field of $ 0.8$ Wb$/$m$ ^{2}$ .  Find the force acting on the wire when the field is at $ 60^{\circ}$ to the wire.,2009,2,Electromagnetism,Magnetic Forces,.,.,.,.,0,0
0KO,"A wire carrying a current of $ 25$ A and $ 8$ m long is placed in a magnetic field of flux density $ 0.42$ T . What is the force on the wire if it is placed:
(i) At right angles to the field?
(ii) At $ 45^{\circ}$ to the field?
(iii) Along the field?",2009,2,Electromagnetism,Magnetic Forces,.,.,.,.,0,0
0KP,"Given the circuit in the Figure below, describe what happens to $ V_{0}$ when it is raised suddenly from $ 0$ to $ 1V$ and remains at that voltage.
### Insert figure here ###",2009,2,.,.,.,.,.,.,1,0
0KQ,Write down Bragg’s equation for the study of the atomic structure of the crystals by $ X-$ rays.,2009,2,Atomic Physics,Quantum Physics,.,.,.,.,0,0
0KR,"The radiation from an $ X$ — ray tube which operates at $ 50$ kV is diffracted by is diffracted by a cubic KCl crystal of molecular mass $ 74.6$ and density $ 1.99 \times 10^{3}$ kg$/$m$ ^{3}$ .  Calculate:
(i) The shortest wavelength limit of the spectrum from the tube.
(ii) The glancing angle for first order reflection from the planes of the crystal for that wavelength and angle of deviation of a diffracted beam.",2009,2,Atomic Physics,Quantum Physics,.,.,.,.,0,0
0KS,"The radiation emitted by an $ X$ — ray tube consists of continuous spectrum with a line spectrum superimposed on it. Explain how the continuous spectrum and the line spectrum are produced.
Draw the graph of the spectra stated. ‘",2009,2,Atomic Physics,Quantum Physics,.,.,.,.,0,0
0KT,"Explain the following observations:
(i) A radioactive source is placed in front of a detector which can detect all forms of radioactive emissions. It is found that the activity registered as noticeably reduced when a thin sheet of paper is placed between the source and detector.
(ii) When a brass plate with a narrow vertical shit is placed in front of the radioactive source (above) and a horizontal: magnetic field normal to the line joining the source and the detector is applied, its found that the activity is further reduced.
(iii) The magnetic field (above) is removed and a sheet of aluminum is placed in front of the source. The activity recorded is similarly reduced.",2009,2,Atomic Physics,Nuclear Physics,.,.,.,.,0,1
0KU,Define the terms laser and maser. ,2009,2,Atomic Physics,LASER,.,.,.,.,0,1
0KV,Give three applications of laser. ,2009,2,Atomic Physics,LASER,.,.,.,.,0,1
0KW,A laser beam has a power of $ 20 \times 10^{9}$ watts and a diameter of $ 2$ mm.  Calculate the peak values of electric field and magnetic fields.,2009,2,Atomic Physics,LASER,.,.,.,.,0,0
0KX,"A $ 2.71$ g sample of Kcl from the chemistry stock is found to be radioactive and decays at a constant rate of $ 4490$ disintegrations per second.  The decays are traced to the element potassium and in particular to the isotope $ ^{40}$ K which constitutes $ 1.17\%$ of normal potassium.  Calculate the half life of the nuclide.
",2009,2,Atomic Physics,Nuclear Physics,.,.,.,.,0,0
0KY,Define simple harmonic motion.,1998,2b,Mechanics,Simple Harmonic Motion,.,.,.,.,0,1
0KZ,"Prove that, the velocity v of a particle moving in simple harmonic motion is given by: $ v=w(A^{2}-y^{2})^{0.5}$ , where A is the amplitude of oscillation, $ w$ the angular frequency and $ y$ the displacement from the mean position.",1998,2b,Mechanics,Simple Harmonic Motion,.,.,.,.,0,0
0L0,"A simple pendulum has a period of $ 2.8$ seconds. When its length is shortened by $ 1.0$ metre, the period becomes $ 2.0$ seconds. From this information, determine the acceleration $ g$ , of gravity and the original length of the pendulum.",1998,2b,Mechanics,Simple Harmonic Motion,.,.,.,.,0,0
0L1,"A particle rests on a horizontal platform which is moving vertically in simple harmonic motion with an amplitude of $ 50$ mm. Above a certain frequency the particle ceases to remain in contact with the platform throughout the motion. With a help of a diagram and illustrative equations, find;
(i) the lowest frequency at which this situation occurs.
(ii) the position at which contact ceases.",1998,2b,Mechanics,Simple Harmonic Motion,.,.,.,.,0,0
0L2,What is terminal velocity?,1998,2b,.,.,.,.,.,.,0,1
0L3,Briefly explain an experiment designed to measure terminal velocity.,1998,2b,.,.,.,.,.,.,0,1
0L4,"A small sphere of radius $ r$ and density $ \sigma $ is released from the bottom of a column of liquid of density $ \rho $ which is slightly higher than $ \sigma $ . Deduce expressions for;
(i) the initial acceleration of the sphere.
(ii) the terminal velocity of the sphere.",1998,2b,.,.,.,.,.,.,0,0
0L5,"Two equal drops of water are falling through air with a steady velocity of $ 0.15$ ms$ ^{-1}$ , If the drops coalesce, find their new terminal velocity.",1998,2b,Fluid Dynamics,Viscosity and Turbulent Flow,.,.,.,.,0,0
0L6,State Newton's laws of motion.,1998,2b,Mechanics,Newton’s Laws of Motion,.,.,.,.,0,1
0L7,"Explain why a length of horse pipe which is lying in a curve on a smooth horizontal surface, straightens out when a fast flowing stream of water passes through it.",1998,2b,Fluid Dynamics,Streamline Flow and Continuity,.,.,.,.,0,1
0L8,"
A ball of mass $ 0.4$ kg is dropped vertically from a height of $ 2.5$ m on to a horizontal table and bounces to a height of $ 1.5$ m.
(i) Find the kinetic energy of the ball just before striking the table.
(ii) Find the kinetic energy just after impact.
(iii) Suggest reasons for the difference between these two values of kinetic energy.
(iv) What height would you expect the ball to reach after its next bounce from the table?",1998,2b,Mechanics,Newton’s Laws of Motion,.,.,.,.,0,0
0L9,"A jet of water flowing with a velocity of $ 20$ ms$ ^{-1}$ ? from a pipe of cross-sectional area, $ 5.0 \times 10^{-3}$ m$ ^{2}$ , strikes a wall at right angles and loses all its velocity.
(i) What is the mass of water striking the wall per second?
(ii) What is the change in momentum per second of the water hitting the wall?
(iii) What is the force exerted on the wall?",1998,2b,Mechanics,Newton’s Laws of Motion,.,.,.,.,0,0
0LA,What is a diffraction grating?,1998,2b,Vibrations and Waves,Physical Optics (interferance/diffraction/polarization),.,.,.,.,0,1
0LB,"A diffraction grating has $ 5000$ lines per centimetre. At what angles will bright diffraction images be observed, if it is used with monochromatic light of wavelength $ 6.0 \times 10^{-7}$ m at normal incidence?",1998,2b,Vibrations and Waves,Physical Optics (interferance/diffraction/polarization),.,.,.,.,0,0
0LC,"A lamp emits two wavelengths, $ 4.2 \times 10^{-7}$ m and $ 6.0 \times 10^{-7}$ m. Find the angular separation of these two waves in the third order diffraction pattern produced by a diffraction grating having $ 4000$ lines per centimetre, when light is at normal incidence on the grating?",1998,2b,Vibrations and Waves,Physical Optics (interferance/diffraction/polarization),.,.,.,.,0,0
0LD,A girl is holding a metal rod in her hand and rubs its surface with fur. Explain what happens to the rod.,1998,2b,Electrostatics,Capacitance,.,.,.,.,0,1
